status,tempo_empresa,moradia,tempo_emprestimo,idade,estado_civil,registros,trabalho,despesas,renda,ativos,dividas,valor_emprestimo,preco_do_bem
bom,5,alugada,60,39,casada(o),não,fixo,93,178,0,0,1100,1338
bom,3,própria,36,26,casada(o),não,fixo,45,133,26000,0,1000,1300
bom,4,alugada,48,34,casada(o),não,fixo,79,185,0,0,750,1431
bom,2,própria,36,47,casada(o),não,fixo,60,70,5000,0,1200,1397
ruim,0,outras,36,49,casada(o),sim,autônomo,60,NA,0,0,1000,1800
bom,15,própria,36,51,casada(o),sim,autônomo,45,160,15000,0,2000,3318
bom,0,pais,12,27,solteira(o),não,autônomo,45,857,35000,0,1000,2000
bom,3,alugada,60,42,casada(o),não,fixo,105,150,25000,0,1000,1338
ruim,5,alugada,60,47,solteira(o),sim,fixo,46,106,8500,0,2500,2664
ruim,0,pais,48,26,solteira(o),não,fixo,35,120,0,0,1100,1100
bom,16,própria,60,42,casada(o),não,fixo,75,100,2000,0,1050,1490
bom,14,alugada,36,32,casada(o),não,fixo,87,120,0,0,550,750
bom,5,própria,48,40,casada(o),não,autônomo,75,61,11000,770,1200,1483
bom,2,própria,60,25,casada(o),não,fixo,45,79,6000,2700,1300,1681
bom,1,própria,36,30,casada(o),não,autônomo,75,NA,6000,0,700,850
bom,14,alugada,48,28,casada(o),não,fixo,60,146,0,0,1450,1474
bom,8,pais,60,32,separada(o),não,fixo,75,118,3500,0,1350,1729
bom,2,pais,36,24,solteira(o),não,fixo,35,69,3000,0,600,1604
ruim,15,própria,60,52,casada(o),sim,fixo,60,130,4000,0,1300,1450
ruim,0,própria,60,36,casada(o),não,meio período,90,113,4000,198,400,790
bom,0,pais,36,27,casada(o),não,autônomo,60,NA,0,0,600,900
bom,3,própria,6,27,casada(o),não,fixo,60,150,4000,1500,400,1300
bom,0,própria,24,63,viúva(o),não,outros,35,92,40000,0,1150,2244
bom,0,própria,48,47,solteira(o),não,fixo,60,NA,20000,0,1600,1856
ruim,4,priv,60,23,casada(o),sim,fixo,75,100,8000,1000,800,949
ruim,1,alugada,60,21,solteira(o),não,meio período,41,60,0,0,850,930
ruim,1,pais,36,25,solteira(o),não,meio período,35,53,0,0,600,1415
bom,12,pais,36,30,solteira(o),não,fixo,35,59,0,0,600,1206
bom,2,própria,60,45,casada(o),não,fixo,75,165,3000,0,900,1500
bom,1,pais,30,22,solteira(o),não,fixo,35,111,0,0,775,1100
bom,16,própria,60,32,casada(o),não,fixo,60,93,4000,1100,800,1246
bom,3,priv,36,20,casada(o),não,fixo,45,50,1500,100,1000,1387
bom,1,própria,60,29,casada(o),sim,fixo,60,111,4000,2000,750,856
bom,7,própria,12,23,casada(o),não,fixo,45,60,3500,0,500,1595
bom,12,alugada,18,27,casada(o),não,fixo,67,68,0,0,100,675
ruim,14,própria,60,37,casada(o),sim,fixo,75,60,2500,0,1500,1648
ruim,10,própria,24,53,casada(o),sim,fixo,60,60,3000,0,1750,2038
bom,20,alugada,24,40,casada(o),não,fixo,87,117,0,0,350,350
bom,15,própria,36,38,casada(o),sim,autônomo,45,110,7000,0,450,550
bom,8,própria,36,52,casada(o),não,fixo,60,65,5000,0,625,725
ruim,2,alugada,60,54,casada(o),não,fixo,75,NA,0,0,1700,1700
ruim,2,alugada,36,29,solteira(o),sim,autônomo,35,NA,0,0,1000,1600
bom,4,própria,60,31,casada(o),não,fixo,60,177,3000,0,1300,1409
bom,13,própria,60,50,casada(o),não,fixo,45,90,3000,0,800,1268
bom,4,pais,60,32,solteira(o),não,fixo,35,150,0,0,700,2061
bom,5,pais,48,28,casada(o),não,fixo,45,120,0,0,1100,1537
bom,0,própria,60,22,solteira(o),não,meio período,45,150,4000,0,1550,1657
bom,7,própria,36,31,casada(o),não,fixo,45,180,9000,1600,700,1400
bom,7,alugada,24,32,solteira(o),não,autônomo,67,320,0,0,2000,3400
bom,6,própria,60,50,casada(o),não,fixo,60,260,6000,0,1650,1800
bom,0,priv,36,60,casada(o),não,fixo,60,140,3000,0,1000,2050
bom,11,própria,36,55,divorciada(o),não,fixo,35,182,2000,0,500,1135
bom,3,própria,60,33,casada(o),não,fixo,60,129,3436,2686,800,880
bom,2,própria,60,38,casada(o),não,fixo,60,88,3500,500,1100,1263
bom,16,própria,36,43,casada(o),não,fixo,90,350,11000,0,600,2467
bom,7,própria,60,44,casada(o),não,autônomo,90,190,10000,0,1350,1527
bom,2,alugada,60,30,casada(o),sim,fixo,52,70,0,0,950,1175
bom,14,própria,36,50,casada(o),não,fixo,45,80,2500,0,600,1180
ruim,2,alugada,60,39,casada(o),sim,fixo,89,140,0,0,1500,1967
bom,13,própria,60,27,casada(o),não,fixo,60,112,3000,1485,800,1200
ruim,15,alugada,60,39,casada(o),não,fixo,90,150,0,0,1450,1450
bom,8,alugada,36,30,casada(o),não,fixo,71,112,8000,0,1000,1175
ruim,0,alugada,60,33,casada(o),não,autônomo,85,100,0,0,1150,1760
bom,4,alugada,60,34,casada(o),não,meio período,84,85,0,0,800,1293
bom,17,própria,48,34,casada(o),não,fixo,60,162,3500,0,1250,1650
ruim,0,pais,60,25,solteira(o),sim,fixo,35,95,8000,0,1250,1742
bom,20,própria,12,47,casada(o),não,autônomo,90,400,15000,1000,800,2335
bom,6,outras,12,60,casada(o),não,autônomo,90,700,28000,0,1350,1612
ruim,4,priv,48,30,casada(o),não,fixo,105,72,2500,750,1200,1410
bom,5,própria,48,39,casada(o),sim,autônomo,45,100,30000,0,1550,2294
bom,12,outras,36,41,solteira(o),não,fixo,35,100,0,0,500,1600
bom,5,própria,60,31,separada(o),sim,fixo,35,64,5000,0,400,824
bom,1,priv,36,27,casada(o),não,fixo,45,124,NA,NA,1300,1636
bom,40,própria,24,60,casada(o),não,autônomo,45,80,7500,0,325,1365
ruim,8,alugada,24,30,casada(o),sim,autônomo,60,NA,0,0,450,600
bom,4,própria,60,37,casada(o),não,fixo,75,NA,5000,900,500,1205
bom,0,própria,36,21,solteira(o),não,fixo,45,206,4000,0,1500,1600
ruim,20,própria,48,51,casada(o),sim,fixo,45,213,5000,1000,1100,1376
bom,6,alugada,48,34,casada(o),não,fixo,87,120,0,0,1150,1400
bom,2,alugada,60,26,casada(o),não,meio período,85,97,6000,0,1070,1172
bom,2,própria,48,30,casada(o),não,fixo,75,180,4000,0,1500,2065
ruim,3,priv,30,22,solteira(o),não,autônomo,60,NA,5000,0,1200,1426
ruim,1,pais,60,24,solteira(o),não,fixo,35,70,0,0,1750,1750
bom,14,própria,60,49,casada(o),não,autônomo,60,103,36000,0,1300,1648
ruim,1,alugada,60,55,casada(o),sim,fixo,91,157,0,0,2500,2860
ruim,21,priv,60,36,casada(o),não,fixo,45,179,3500,0,2000,2220
ruim,1,outras,48,32,casada(o),não,fixo,60,69,0,0,2000,2580
bom,40,própria,24,63,casada(o),não,fixo,45,250,55000,0,1000,1751
bom,4,priv,60,27,casada(o),não,fixo,45,53,2500,300,780,861
bom,2,pais,36,22,solteira(o),não,fixo,35,52,0,0,800,1762
bom,6,própria,60,38,casada(o),não,fixo,90,145,3000,0,1800,2218
bom,1,própria,12,27,casada(o),não,fixo,45,70,6000,5700,600,1628
ruim,6,alugada,60,31,casada(o),sim,fixo,86,113,0,0,1150,1736
bom,20,própria,36,48,casada(o),não,fixo,75,303,8000,0,1000,1831
bom,3,alugada,48,33,casada(o),não,autônomo,89,291,0,0,900,1041
bom,0,própria,18,20,solteira(o),não,meio período,35,180,4000,0,700,960
ruim,2,pais,48,20,solteira(o),não,fixo,35,136,0,0,900,1022
ruim,4,outras,48,41,casada(o),sim,autônomo,45,140,0,0,1000,1250
bom,3,alugada,48,36,casada(o),não,fixo,71,105,0,0,350,1526
bom,4,própria,36,27,casada(o),não,fixo,60,94,12000,0,1000,1888
bom,8,própria,60,36,casada(o),não,fixo,75,219,8500,800,1600,1852
bom,1,pais,36,29,solteira(o),não,fixo,35,66,0,0,700,1018
bom,1,alugada,60,23,casada(o),não,fixo,54,92,0,0,1000,1300
bom,2,outras,36,29,solteira(o),não,fixo,35,70,0,0,300,850
bom,7,própria,60,39,casada(o),não,fixo,90,142,6000,0,1300,1534
bom,18,própria,60,38,casada(o),não,fixo,75,138,6000,0,1000,2018
bom,15,própria,36,47,casada(o),não,fixo,75,230,13000,1400,1400,1568
bom,9,própria,36,43,casada(o),não,autônomo,90,142,24000,0,2500,2700
bom,30,própria,24,58,casada(o),não,autônomo,60,216,11000,0,983,1200
bom,15,pais,18,30,casada(o),não,fixo,45,260,8000,1500,500,2071
bom,1,pais,36,24,solteira(o),não,fixo,35,60,0,0,1000,1602
ruim,7,alugada,60,25,casada(o),não,fixo,51,63,0,0,1100,1297
bom,12,alugada,36,51,casada(o),não,fixo,74,139,0,0,600,690
ruim,12,alugada,48,47,casada(o),não,autônomo,75,300,0,0,2000,2196
ruim,14,própria,60,53,casada(o),não,autônomo,45,65,3500,0,1800,1979
bom,2,pais,48,32,casada(o),não,fixo,60,167,2000,0,1450,1698
ruim,2,alugada,36,35,solteira(o),não,fixo,47,120,0,0,900,1200
bom,13,pais,48,31,casada(o),não,fixo,75,80,0,0,1000,1575
bom,3,própria,60,38,casada(o),não,autônomo,60,100,18000,0,1500,2360
ruim,15,própria,60,44,casada(o),não,fixo,75,240,10000,7000,1000,1026
bom,8,priv,60,47,casada(o),não,autônomo,75,178,2500,0,1600,1661
bom,14,própria,36,33,casada(o),não,fixo,60,92,7000,0,800,1115
bom,7,pais,30,29,solteira(o),não,fixo,35,250,3500,0,500,1634
bom,0,própria,60,29,casada(o),não,meio período,75,70,4500,0,1150,1683
bom,14,própria,60,30,casada(o),não,fixo,45,120,6500,3000,760,895
bom,6,própria,36,28,casada(o),não,fixo,45,89,5000,0,800,1054
bom,5,própria,48,55,casada(o),não,autônomo,90,41,30000,0,850,1344
bom,29,própria,60,52,casada(o),não,fixo,60,212,2200,0,1250,1301
bom,2,alugada,36,24,casada(o),não,fixo,71,113,0,0,700,1338
bom,32,alugada,36,52,casada(o),não,fixo,63,180,0,0,1100,1489
bom,12,própria,60,34,casada(o),não,fixo,75,172,10000,3900,1000,1568
ruim,2,própria,60,27,solteira(o),não,fixo,60,46,3000,0,700,1130
bom,5,pais,48,53,casada(o),não,fixo,60,50,0,0,650,869
ruim,1,priv,48,41,casada(o),não,meio período,75,80,4000,30,1100,1409
ruim,3,própria,60,32,casada(o),não,fixo,90,254,14000,10500,1650,2200
bom,9,pais,60,32,casada(o),não,autônomo,75,160,2000,0,1200,1541
bom,4,própria,60,22,solteira(o),não,outros,35,130,4000,0,750,997
bom,25,própria,36,55,casada(o),não,autônomo,60,100,50000,0,1400,1705
bom,1,priv,24,55,casada(o),não,fixo,60,184,15000,0,1600,4200
ruim,1,alugada,60,56,casada(o),não,meio período,88,133,0,0,750,784
bom,11,alugada,48,31,casada(o),não,fixo,67,66,6200,0,1000,1541
ruim,0,própria,36,35,casada(o),sim,fixo,75,120,4000,0,900,975
bom,4,própria,36,45,casada(o),sim,fixo,60,98,2500,0,450,575
ruim,1,pais,60,22,solteira(o),não,fixo,35,45,0,0,1350,1520
bom,1,própria,60,25,casada(o),não,fixo,45,171,15000,0,550,2055
bom,9,pais,60,35,casada(o),não,fixo,60,118,0,0,1000,1656
bom,12,própria,36,56,casada(o),não,fixo,75,205,5500,1950,275,300
bom,4,própria,60,38,casada(o),não,fixo,75,145,4500,0,1450,1657
ruim,2,priv,36,34,casada(o),sim,fixo,105,135,1200,0,400,425
ruim,0,priv,48,46,casada(o),não,meio período,75,125,8500,0,1575,1702
bom,12,própria,48,31,divorciada(o),não,fixo,35,117,4000,0,660,933
bom,27,própria,36,46,casada(o),sim,fixo,60,260,15000,8000,690,1242
bom,1,pais,60,41,casada(o),sim,fixo,75,251,0,0,1450,2009
bom,2,alugada,36,29,casada(o),não,fixo,88,130,0,0,500,600
ruim,0,outras,60,42,casada(o),não,autônomo,45,NA,0,0,2700,3700
ruim,0,alugada,30,30,casada(o),não,autônomo,75,NA,0,0,600,830
ruim,2,própria,36,50,casada(o),sim,fixo,45,185,4000,0,950,950
bom,2,alugada,48,37,separada(o),não,fixo,50,148,0,0,700,1805
ruim,3,priv,60,32,casada(o),sim,fixo,60,200,4500,2000,1600,1759
bom,1,alugada,48,46,casada(o),não,fixo,95,200,0,0,1420,1595
bom,3,própria,48,28,casada(o),não,meio período,75,61,4000,50,1250,1484
bom,3,própria,60,58,casada(o),não,fixo,75,150,5000,0,1100,2035
bom,19,própria,36,37,casada(o),não,fixo,75,170,2500,0,950,1339
bom,1,priv,60,24,casada(o),não,fixo,45,115,14500,0,1400,1675
bom,25,própria,24,54,casada(o),não,autônomo,75,215,15000,0,1500,2070
bom,8,alugada,60,34,casada(o),não,meio período,81,60,0,0,600,1400
bom,30,própria,36,56,casada(o),não,fixo,60,150,2000,0,400,450
bom,15,própria,60,33,casada(o),não,fixo,90,144,3000,200,960,960
bom,18,própria,18,50,casada(o),não,fixo,60,75,3000,0,280,434
bom,4,alugada,12,21,solteira(o),não,fixo,52,70,0,0,400,700
bom,13,própria,36,61,casada(o),não,autônomo,60,120,2500,0,600,980
bom,13,alugada,60,53,separada(o),não,fixo,57,222,4600,0,1000,2300
bom,4,alugada,60,21,solteira(o),não,fixo,47,120,8000,0,2100,2100
bom,1,alugada,60,24,casada(o),não,fixo,77,165,0,0,1500,1736
bom,25,própria,48,44,casada(o),não,autônomo,75,250,20000,0,700,1100
ruim,10,outras,12,31,casada(o),não,outros,90,65,0,0,225,375
bom,6,pais,60,31,casada(o),sim,fixo,45,94,0,0,500,1418
ruim,0,alugada,36,42,solteira(o),não,meio período,49,141,0,0,800,1165
bom,20,priv,36,46,casada(o),não,fixo,60,150,2000,0,910,1128
ruim,0,pais,36,23,solteira(o),sim,meio período,35,66,0,0,1000,1200
bom,4,própria,60,64,casada(o),não,outros,45,82,8000,0,1000,1590
ruim,0,própria,48,45,casada(o),não,fixo,90,156,5000,0,1350,1357
bom,12,própria,60,40,casada(o),não,fixo,75,114,6000,192,1330,1935
bom,2,própria,36,42,casada(o),não,meio período,75,92,3000,0,550,850
bom,3,pais,60,31,solteira(o),não,meio período,35,NA,2000,0,1200,1661
ruim,2,própria,30,32,casada(o),não,fixo,90,74,1500,0,500,650
bom,0,própria,48,31,casada(o),não,fixo,75,178,5000,0,1100,1487
bom,3,própria,12,57,casada(o),não,fixo,45,150,19000,1408,550,800
ruim,2,pais,36,36,casada(o),não,autônomo,90,59,0,0,500,715
bom,4,pais,60,26,solteira(o),não,autônomo,35,60,0,0,600,710
bom,5,própria,48,32,casada(o),não,autônomo,75,110,9500,0,1195,1244
bom,20,alugada,60,38,casada(o),não,fixo,75,150,0,0,1150,1450
bom,12,pais,48,38,separada(o),não,fixo,35,154,0,0,1300,2094
bom,6,própria,60,29,casada(o),não,fixo,60,220,15000,4500,1200,1256
bom,5,pais,24,27,solteira(o),não,autônomo,35,115,10000,0,325,425
ruim,7,alugada,60,38,casada(o),não,autônomo,90,NA,0,0,1370,1397
bom,1,pais,60,30,solteira(o),não,fixo,35,113,0,0,930,955
ruim,1,própria,48,33,casada(o),não,autônomo,60,198,3000,0,1800,2196
ruim,0,NA,48,37,casada(o),não,fixo,60,80,18000,0,900,975
bom,7,alugada,60,60,casada(o),não,fixo,68,77,4000,0,800,1054
bom,8,alugada,48,26,casada(o),não,autônomo,82,219,0,0,1400,1635
bom,1,própria,48,42,separada(o),não,autônomo,75,310,3500,0,1300,1700
bom,20,alugada,60,45,casada(o),sim,autônomo,93,175,1500,0,1500,1645
ruim,5,própria,60,28,casada(o),sim,autônomo,75,NA,21500,0,2000,2700
bom,18,própria,60,35,casada(o),não,fixo,75,179,7000,3200,1000,1455
bom,4,pais,60,28,divorciada(o),não,fixo,35,185,0,0,1500,1797
bom,14,própria,60,29,casada(o),não,fixo,60,210,8000,2500,1100,2050
bom,0,alugada,60,25,casada(o),não,fixo,53,77,0,0,870,920
bom,30,própria,36,52,casada(o),não,autônomo,45,33,3000,0,600,1011
ruim,0,alugada,36,36,casada(o),não,meio período,82,70,3500,0,500,1350
ruim,1,pais,60,23,casada(o),não,meio período,45,83,0,0,1140,1461
ruim,10,própria,36,40,casada(o),não,autônomo,90,17,9000,0,450,550
bom,2,própria,24,20,solteira(o),não,fixo,45,176,5000,0,700,1299
bom,1,pais,48,23,solteira(o),não,fixo,35,65,0,0,400,1195
bom,1,alugada,60,35,casada(o),não,meio período,83,76,10000,0,1000,1350
bom,19,NA,36,43,casada(o),não,fixo,75,110,2000,300,700,1553
ruim,8,alugada,60,58,casada(o),sim,fixo,60,NA,0,0,1400,1996
bom,0,própria,24,33,separada(o),não,fixo,35,170,3000,0,600,1589
ruim,5,outras,60,42,casada(o),não,fixo,75,95,0,0,1000,1067
ruim,2,própria,48,43,casada(o),não,meio período,60,95,4000,1300,700,975
ruim,0,alugada,18,24,solteira(o),não,meio período,39,40,0,0,300,460
bom,12,própria,60,34,casada(o),sim,fixo,75,165,5000,1500,1600,1682
ruim,1,própria,60,46,casada(o),não,fixo,75,50,2000,0,750,1302
bom,14,própria,60,45,casada(o),sim,fixo,60,164,4000,0,1050,1383
bom,2,pais,48,25,casada(o),não,autônomo,60,150,0,0,1000,1300
ruim,1,pais,12,26,solteira(o),não,meio período,35,NA,0,0,190,693
ruim,1,outras,30,20,solteira(o),não,fixo,35,90,0,0,450,500
bom,3,própria,60,30,casada(o),não,fixo,45,200,10000,2969,1650,1750
bom,1,alugada,60,35,viúva(o),não,fixo,45,100,0,0,1250,1400
bom,22,pais,36,38,casada(o),não,fixo,75,110,2000,0,780,1785
bom,30,própria,48,59,casada(o),não,fixo,45,150,4000,0,660,933
ruim,2,outras,24,37,casada(o),sim,autônomo,60,NA,0,0,1000,1795
bom,1,pais,48,40,casada(o),não,fixo,75,121,0,0,1320,1600
bom,5,alugada,48,34,divorciada(o),não,autônomo,57,120,9000,0,950,1290
bom,17,própria,60,57,casada(o),não,fixo,60,106,4000,0,870,979
bom,14,outras,48,46,casada(o),não,fixo,60,100,NA,NA,800,1651
bom,3,alugada,36,23,casada(o),não,meio período,53,79,0,0,600,650
bom,1,alugada,48,34,solteira(o),não,fixo,45,98,6000,800,900,980
bom,17,própria,36,38,casada(o),não,autônomo,75,NA,19000,800,700,795
bom,35,própria,60,52,casada(o),não,autônomo,45,90,14000,0,2900,4600
bom,1,pais,48,22,solteira(o),não,fixo,35,210,0,0,1575,2082
bom,12,própria,60,27,casada(o),não,fixo,60,160,2500,270,1400,1461
bom,2,própria,60,27,casada(o),não,fixo,45,120,5000,400,1000,1140
bom,7,outras,60,26,casada(o),sim,fixo,45,211,0,0,1400,1531
ruim,17,própria,60,46,casada(o),sim,fixo,75,80,3000,0,900,1286
bom,1,outras,60,23,solteira(o),não,meio período,35,70,0,0,1050,1190
bom,3,própria,60,60,casada(o),sim,outros,45,67,10000,0,1000,1683
bom,7,pais,60,27,casada(o),não,autônomo,45,71,0,0,1500,1800
bom,13,alugada,60,36,casada(o),não,fixo,84,92,0,0,1200,1271
bom,15,pais,24,46,casada(o),não,fixo,60,158,0,0,1000,1923
bom,0,própria,12,65,casada(o),não,outros,60,115,3500,0,200,431
ruim,0,alugada,24,30,casada(o),não,meio período,83,80,0,0,500,650
bom,5,alugada,60,37,casada(o),não,fixo,93,176,0,0,1800,2450
bom,10,própria,36,56,casada(o),sim,autônomo,90,321,26000,0,975,1576
bom,7,própria,36,24,casada(o),não,fixo,60,112,3500,0,1100,1460
bom,2,pais,36,20,solteira(o),não,autônomo,45,NA,0,0,1000,1310
ruim,0,alugada,60,28,casada(o),não,fixo,53,75,0,0,1100,1168
bom,10,própria,24,50,casada(o),não,autônomo,60,100,4000,0,700,1461
bom,2,alugada,48,31,solteira(o),não,fixo,43,75,0,0,800,900
bom,12,própria,48,51,casada(o),não,fixo,60,80,10000,0,1600,1661
bom,2,alugada,60,30,casada(o),não,fixo,92,170,0,0,1300,1525
bom,20,outras,60,62,casada(o),não,outros,75,140,0,0,1300,1371
ruim,0,própria,60,38,casada(o),sim,meio período,75,120,3500,0,1500,1702
bom,12,própria,60,50,casada(o),não,fixo,60,100,8000,0,1050,1657
bom,15,própria,48,44,casada(o),não,fixo,60,200,3500,200,800,1218
ruim,0,alugada,60,41,casada(o),sim,fixo,95,50,7000,4000,1600,1601
ruim,20,priv,60,40,casada(o),não,fixo,75,83,3000,0,1300,1435
bom,5,própria,60,37,casada(o),sim,autônomo,75,75,12000,0,900,1014
bom,18,outras,48,50,casada(o),não,autônomo,75,62,5000,0,1700,2437
bom,6,pais,60,24,separada(o),não,fixo,45,220,3000,0,1600,1700
bom,5,própria,36,46,casada(o),não,autônomo,60,100,4000,0,1100,1897
bom,11,alugada,24,26,solteira(o),não,fixo,59,137,2500,0,350,1158
bom,1,alugada,48,27,solteira(o),não,fixo,45,97,0,0,850,1000
bom,22,própria,24,46,casada(o),não,fixo,60,100,10500,0,900,1635
bom,2,priv,48,34,casada(o),não,fixo,90,170,6000,0,1280,1879
ruim,6,própria,36,42,casada(o),não,fixo,105,151,48000,0,1635,1635
ruim,0,própria,36,21,solteira(o),sim,meio período,35,115,2000,0,700,900
bom,15,outras,48,60,casada(o),não,fixo,60,153,0,0,450,1188
ruim,0,outras,60,42,casada(o),sim,fixo,165,NA,0,0,1300,1750
bom,14,alugada,60,46,casada(o),não,autônomo,67,67,0,0,1500,2250
ruim,6,outras,24,23,solteira(o),sim,fixo,35,135,0,0,250,250
bom,5,alugada,48,29,casada(o),não,fixo,78,177,4000,0,700,960
ruim,2,pais,48,28,separada(o),não,autônomo,35,140,0,0,1000,1100
bom,14,alugada,48,43,casada(o),não,fixo,54,85,2000,0,500,800
bom,26,própria,48,42,casada(o),não,fixo,60,95,6500,0,1180,1442
bom,0,pais,36,32,solteira(o),não,fixo,35,119,3000,0,1000,1345
bom,29,própria,12,53,casada(o),não,fixo,45,145,27000,0,500,1230
bom,4,alugada,48,28,solteira(o),não,fixo,45,100,0,0,750,954
bom,4,própria,24,55,casada(o),não,autônomo,90,200,4500,0,800,1230
bom,20,própria,6,59,casada(o),não,autônomo,60,NA,NA,0,500,1402
ruim,8,própria,60,40,casada(o),sim,fixo,75,96,4000,1700,2050,2050
bom,1,outras,60,20,solteira(o),não,fixo,35,85,0,0,850,1618
ruim,20,própria,60,44,casada(o),sim,autônomo,75,60,3000,0,1500,1912
ruim,5,própria,60,39,casada(o),sim,autônomo,90,152,6000,0,1250,1600
bom,15,própria,36,55,casada(o),não,autônomo,75,70,14000,600,600,850
bom,2,alugada,36,31,solteira(o),não,outros,35,NA,0,0,525,800
bom,7,própria,60,33,casada(o),não,autônomo,75,138,4000,0,1400,2035
bom,10,própria,60,41,casada(o),não,fixo,75,187,2500,0,1150,1250
bom,21,outras,60,45,viúva(o),não,fixo,45,110,0,0,650,1584
ruim,2,alugada,18,38,casada(o),não,meio período,90,148,0,0,300,400
bom,0,própria,36,41,casada(o),não,fixo,75,89,5500,0,1000,1670
bom,12,alugada,60,36,casada(o),não,fixo,56,106,0,0,1200,1823
ruim,3,pais,48,26,casada(o),não,autônomo,35,NA,3500,0,150,816
ruim,11,própria,48,34,casada(o),sim,fixo,90,198,4500,0,1650,2165
ruim,2,própria,60,53,casada(o),não,outros,60,40,5000,0,850,884
bom,22,própria,12,45,casada(o),não,fixo,60,100,3000,0,400,1531
bom,7,própria,48,37,casada(o),não,fixo,75,145,6000,0,1250,1650
ruim,2,própria,60,29,casada(o),sim,fixo,60,80,4000,0,1000,1248
bom,20,própria,48,45,casada(o),não,autônomo,90,NA,30000,0,1100,2500
bom,7,própria,36,33,casada(o),não,fixo,45,208,4000,0,500,1288
ruim,14,alugada,36,43,casada(o),sim,fixo,96,212,0,0,600,750
bom,7,própria,18,40,casada(o),sim,fixo,75,169,4000,400,400,1717
bom,8,priv,48,22,casada(o),não,fixo,45,120,2500,1200,880,882
bom,21,alugada,36,42,separada(o),sim,fixo,53,180,0,0,850,950
ruim,1,alugada,48,41,casada(o),não,meio período,89,136,0,0,1070,1378
bom,1,própria,12,28,casada(o),não,meio período,45,130,18000,2500,400,2575
bom,14,própria,60,35,casada(o),não,fixo,75,205,5000,0,1350,1442
bom,2,outras,36,26,casada(o),não,fixo,35,148,4000,0,700,1300
bom,3,pais,60,25,solteira(o),não,fixo,35,174,0,0,1000,1252
bom,14,própria,60,54,casada(o),não,fixo,60,90,5000,0,800,1517
bom,3,priv,36,26,casada(o),não,autônomo,60,68,5000,90,900,1501
ruim,0,outras,36,22,solteira(o),não,fixo,35,NA,0,0,800,800
bom,10,alugada,48,26,solteira(o),não,fixo,52,169,2000,0,1000,1242
ruim,2,pais,60,34,solteira(o),sim,meio período,35,103,0,0,1250,1293
bom,3,alugada,48,32,casada(o),não,fixo,57,121,0,0,1200,1952
ruim,10,alugada,36,40,casada(o),não,fixo,115,100,0,0,375,375
bom,1,própria,42,35,casada(o),não,fixo,75,54,6000,0,1000,1900
bom,22,alugada,60,47,casada(o),não,fixo,56,114,0,0,1000,1163
bom,11,própria,60,26,casada(o),não,fixo,45,81,4000,1800,1000,1206
ruim,1,própria,24,51,casada(o),sim,autônomo,180,NA,65000,0,1500,1753
bom,0,pais,48,31,solteira(o),não,meio período,35,65,2500,0,1000,1560
bom,17,própria,36,43,casada(o),não,fixo,60,250,9000,0,1000,1204
bom,12,própria,36,45,casada(o),não,fixo,90,90,30000,0,750,1374
bom,10,alugada,48,33,casada(o),não,fixo,100,103,0,0,950,1541
bom,10,alugada,36,31,casada(o),não,fixo,61,164,5000,0,1000,1440
bom,0,pais,24,29,solteira(o),não,outros,35,NA,0,0,600,1243
ruim,1,outras,48,28,casada(o),sim,fixo,60,129,0,0,1300,1608
bom,4,alugada,60,25,solteira(o),não,fixo,50,150,0,0,1500,2600
bom,1,pais,30,22,solteira(o),não,fixo,35,80,4000,0,600,850
bom,11,própria,60,33,viúva(o),não,fixo,45,90,8000,0,850,1105
bom,5,outras,60,31,casada(o),não,fixo,75,95,2000,0,1100,1388
ruim,7,pais,60,24,solteira(o),não,fixo,35,92,0,0,1618,1618
bom,0,própria,18,39,casada(o),não,fixo,75,47,3500,0,350,1236
bom,17,própria,36,42,casada(o),não,fixo,45,115,4000,0,700,1631
bom,1,própria,60,49,casada(o),não,meio período,60,115,4000,0,1870,2622
bom,20,própria,60,49,casada(o),não,fixo,60,130,4000,0,1100,1738
bom,22,priv,60,36,casada(o),não,fixo,75,190,3500,0,1300,1579
bom,6,própria,48,34,casada(o),não,autônomo,90,NA,4500,0,1100,1192
ruim,4,pais,36,22,solteira(o),não,fixo,35,58,1000,0,400,525
bom,0,própria,36,65,casada(o),não,outros,45,75,5000,0,400,935
bom,7,própria,24,39,casada(o),não,fixo,75,260,10000,0,400,1100
bom,24,própria,24,47,casada(o),não,fixo,75,136,4000,0,435,935
bom,18,pais,60,32,casada(o),não,fixo,75,152,5000,0,1400,1640
bom,0,pais,60,25,casada(o),não,outros,45,209,2000,0,900,1436
bom,20,própria,60,41,casada(o),não,fixo,75,186,8000,50,900,1700
ruim,3,pais,60,41,solteira(o),sim,fixo,35,90,0,0,949,949
ruim,0,própria,60,23,casada(o),não,fixo,45,120,4000,1000,1200,1476
bom,2,própria,60,29,casada(o),não,fixo,60,110,2000,0,1020,1648
ruim,0,própria,60,39,casada(o),sim,autônomo,45,80,6000,0,1100,1131
bom,7,própria,48,42,casada(o),não,fixo,60,132,8000,720,1000,1350
bom,3,própria,24,27,casada(o),não,fixo,45,245,14000,0,500,2070
bom,10,própria,48,34,casada(o),não,autônomo,75,200,19000,0,750,1590
bom,3,pais,24,29,solteira(o),não,fixo,35,66,0,0,300,525
ruim,9,própria,36,43,casada(o),sim,autônomo,75,NA,12000,0,1700,1730
